Accuracy,Brier,ECE,FPR,FNR,Cost,Time,violations,viol_rate,viol_severity_mean,viol_severity_cond,viol_severity_max,SolverStatus,Objective,BestBound,RelativeGap,SolverWallTime,Dataset,Seed,Method
0.66,0.23047289677566263,0.0965389011055231,0.4222222222222222,0.2727272727272727,2.6565656565656566,0.04505348205566406,0,0.0,0.0,0.0,0.0,NA,,,,,compas_real,50,XGB-Mono
0.65,0.2333074891784709,0.11391857946420447,0.4444444444444444,0.2727272727272727,2.7676767676767677,0.011847734451293945,0,0.0,0.0,0.0,0.0,NA,,,,,compas_real,50,LGBM-Mono
0.67,0.23264718595512723,0.13143953631745087,0.4444444444444444,0.23636363636363636,2.694949494949495,0.007192850112915039,0,0.0,0.0,0.0,0.0,NA,,,,,compas_real,50,MonoScore
0.66,0.22567240454428938,0.14707240723073486,0.4444444444444444,0.2545454545454545,2.731313131313131,0.06283712387084961,0,0.0,0.0,0.0,0.0,NA,,,,,compas_real,50,XGB-Mono-Best
0.66,0.23517507401129115,0.11849327516960355,0.4,0.2909090909090909,2.581818181818182,0.028071880340576172,0,0.0,0.0,0.0,0.0,NA,,,,,compas_real,50,LGBM-Mono-Best
0.65,0.21627588524325944,0.07808905563672303,0.4666666666666667,0.2545454545454545,2.8424242424242427,0.0007834434509277344,31,0.0155,0.0011522988505747124,0.07434186132740081,0.3045977011494253,NA,,,,,compas_real,51,CART
0.69,0.31,0.31,0.4888888888888889,0.16363636363636364,2.7717171717171714,2.6467745304107666,0,0.0,0.0,0.0,0.0,OPTIMAL,134.0,134.0,0.0,2.1883484,compas_real,51,ODT
0.69,0.31,0.31,0.4444444444444444,0.2,2.6222222222222222,2.378816604614258,0,0.0,0.0,0.0,0.0,OPTIMAL,136.0,136.0,0.0,1.8441261000000002,compas_real,51,EMDT
0.69,0.21483333333333327,0.027999999999999973,0.4444444444444444,0.2,2.6222222222222222,2.2140324115753174,0,0.0,0.0,0.0,0.0,OPTIMAL,136.0,136.0,0.0,1.7153398000000002,compas_real,51,EMDT-Iso
0.66,0.20774851281190782,0.1091969956077393,0.5111111111111111,0.2,2.9555555555555553,0.27060389518737793,0,0.0,0.0,0.0,0.0,NA,,,,,compas_real,51,MonoRF
0.7,0.19956216637674348,0.0803053857758641,0.4,0.21818181818181817,2.4363636363636365,0.046874284744262695,0,0.0,0.0,0.0,0.0,NA,,,,,compas_real,51,XGB-Mono
0.72,0.19514482171967426,0.07270548341821813,0.3111111111111111,0.2545454545454545,2.0646464646464646,0.014594316482543945,0,0.0,0.0,0.0,0.0,NA,,,,,compas_real,51,LGBM-Mono
0.73,0.20541714107579248,0.11696314885561597,0.4,0.16363636363636364,2.327272727272727,0.005524396896362305,0,0.0,0.0,0.0,0.0,NA,,,,,compas_real,51,MonoScore
0.7,0.2026386004254402,0.0961066908761859,0.4,0.21818181818181817,2.4363636363636365,0.06589198112487793,0,0.0,0.0,0.0,0.0,NA,,,,,compas_real,51,XGB-Mono-Best
0.72,0.19458269106708945,0.07116877529655061,0.3111111111111111,0.2545454545454545,2.0646464646464646,0.03280901908874512,0,0.0,0.0,0.0,0.0,NA,,,,,compas_real,51,LGBM-Mono-Best
0.72,0.20321815150002925,0.06688698327068496,0.9,0.014285714285714285,4.5285714285714285,0.0009336471557617188,489,0.2445,0.08201863633423391,0.33545454533429003,1.0,NA,,,,,german_real,42,CART
0.69,0.31,0.31,0.8333333333333334,0.08571428571428572,4.338095238095239,15.508663415908813,185,0.0925,0.0925,1.0,1.0,FEASIBLE,104.0,10.0,0.9038461538461539,15.0291688,german_real,42,ODT
0.69,0.31,0.31,0.8333333333333334,0.08571428571428572,4.338095238095239,15.326826572418213,0,0.0,0.0,0.0,0.0,FEASIBLE,111.0,7.0,0.9369369369369369,15.005199800000002,german_real,42,EMDT
0.69,0.21064459815193068,0.030993021227100882,0.8333333333333334,0.08571428571428572,4.338095238095239,15.320807695388794,0,0.0,0.0,0.0,0.0,FEASIBLE,111.0,7.0,0.9369369369369369,15.0053143,german_real,42,EMDT-Iso
