depth,time_mean,time_std,train_acc_mean,train_acc_std,test_acc_mean,test_acc_std
2,0.23096046447753907,0.03364145159329645,0.7675,0.03797538188918749,0.7033333333333334,0.09743627230397225
3,3.1610888242721558,2.468229853470048,0.7916666666666666,0.04082482904638629,0.73,0.08527370601933287
4,12.948502993583679,3.7815311121810375,0.8025,0.05182621720831509,0.6966666666666667,0.107094051200191
